"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Central Europe and the Baltics","CEB","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","416.305231704301","465.160388539231","526.591461095652","580.505572086863","609.729482346463","657.903354586826","714.098834649931","786.547562992898","913.382933627526","975.391363040182","1041.4285328514","1048.37605543009","1075.6063085683","1146.88717145059","1192.28348287699","1227.51447275607","1328.58131564972","1417.65995231941","1541.54353803726","1741.27272404033","1942.80377494715","2211.25423530565","2344.41207340598","","",
"Switzerland","CHE","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960.153377653561","1076.07188591633","1204.14759663055","1237.47736615901","1273.27043471633","1300.62144059371","1361.49641317087","1481.19610713103","1632.5886501684","1736.48042458692","1828.5867385927","1978.09003777088","2135.32608891037","2216.64863637688","2307.01727601703","2426.56114119616","2567.03099533595","2632.20141970376","2662.99813301325","2833.23334305129","3157.83750262426","3524.96160984722","3728.90966929094","","",
"Channel Islands","CHI","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234.924613060098","252.295249950128","274.224403135187","296.970704610894","316.698336523087","327.056435862395","389.45267597348","438.371949205306","480.372725073935","541.957042005454","575.582129192293","645.193146285146","718.938995974659","790.810746228416","844.229300974434","900.99409068334","988.198719953089","1113.10371344894","1186.47680496149","1222.3363052849","1389.2296131311","1517.91682191544","1599.23952337191","1652.7379523381","",
"China","CHN","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.6055303395296","30.9710829630931","38.975768077502","49.0381185843773","57.0497845428401","68.9620030145185","80.6722717202418","97.3570090572244","130.255751528252","176.521738398671","199.386386807456","235.585243692436","281.277933171349","317.503139309255","345.88914635089","380.613056931549","385.367635608005","402.779169906691","444.968383425099","495.403674216309","527.44690241242","559.629192372657","623.189820139938","","",
"Cote d'Ivoire","CIV","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9980203951116","13.9181680857257","14.7230127506708","13.9078382303851","15.2662958618653","14.7768158076939","15.9835951174084","19.8567149386581","20.8847089757442","26.4505088803255","27.8154083138171","17.8307693067451","24.8665776847285","26.253883347979","31.0400066969719","34.4354534117688","37.3023376568119","41.9234183069699","42.213562952737","48.18361487203","66.4549827491622","87.6655390648706","83.2878490709046","","",
"Cameroon","CMR","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6004006680917","17.0932839260191","20.1795752728893","20.3090412889307","17.8666031486047","16.9371801513038","17.5258397668469","16.0282379555338","15.8041325831663","12.8978133625273","11.8392642351223","17.1246235629915","19.5532007451438","15.5093861212975","20.0873063129531","12.6448763540369","13.1669383449597","5.26927641661698","13.5753079274562","16.1049724885116","23.7559739051253","20.1007957066338","30.3470340012362","","",
"Congo, Dem. Rep.","COD","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.259104696623773","0.429843148344411","0.427193130120139","0.983174384306231","0.923864876656011","1.05512731173538","1.15294625426757","1.3118632321636","1.65246462625799","1.77196681421497","2.37522739018688","2.23178041116267","3.3600667987984","3.53607590330343","4.40381232700001","5.63976145831736","4.98504525633737","4.09651706587193","5.12374921017805","5.82913542238614","6.93939435051158","7.42818502459364","9.1572005774627","","",
"Congo, Rep.","COG","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4521485938199","36.0117782559543","16.9572094139078","19.6714466387383","17.4270615519263","18.4886026659635","25.4579222022941","24.8796266400555","48.8876852834201","29.6553439200578","42.4493804231545","33.7081515519204","49.3658552927115","54.1026609510669","53.4681157959939","49.4517458958887","43.8598163506265","39.1443262786606","26.1253334088443","43.5654227223471","68.061387428495","62.7831164798323","30.4278670493611","","",
"Colombia","COL","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282.059915758786","306.525920667006","307.743986466122","328.655615503703","334.249928295439","363.729109799452","413.857969255692","449.845275953601","484.14107676008","540.703220426192","548.090152493827","577.667922696588","565.195648493826","622.310654308272","672.264198356648","708.083764095131","742.95036024463","785.550891449739","832.208488152706","879.641699146899","963.378146654616","1158.60986357094","1126.22704403364","1176.02719561344","",
