"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SH.XPD.OOPC.CH.ZS","Out-of-pocket expenditure (% of current health expenditure)","Share of out-of-pocket payments of total current health expenditures.  Out-of-pocket payments are spending on health directly out-of-pocket by households.","Global Health Expenditure database, World Health Organization (WHO), uri: http://apps.who.int/nha/database",
